word,count
"profit.",1
"https://t.co/kco4ylybj0",1
"お父さんのワキガ治ってくれてよかったよ🐬💓
ゆんが教えてくれたクリアネオ（http://t.co/du7uvbccyc）のおかげだわぁ✨✨
嫌な匂い消えてもう全く気にならん🌟🌟
人気のベルギーワッフル屋さんにやっとこれた💓",1
"bo...",3
"http://t.co/g9htcfdqlh",1
"tourist",2
"today!",1
"cards",1
"friday",1
"saturday",3
"morning",10
"big...",1
"http://t.co/cwormyr24v",1
"reliable",1
"http://t.co/xjahc9kxdk",1
"character",1
"helped",4
"script",1
"rookie",2
"
police",3
"militarized",1
"$34",1
"equipment",1
"2001.",1
"problem",12
"control",13
"
https://t.co/gliabcotwp",3
"allow…",1
"http://t.co/2hduvikslq",1
"http://t.co/oybpq0iowi",1
"http://t.co/l3eelljlgi",1
"dont",12
"serius",1
"crimes",2
"stop?",1
"murder,",1
"rape,",1
"armed",9
"robbery...",1
"#haveyouever",1
"stared",1
"detroit",7
"water,",1
"bunch",2
"lights",6
"yourself,",2
"""thank",1
"god",5
"do…",2
"hand",9
"fr.",1
"system😐",1
"https://t.co/2tck4fywkq",1
"event",11
"sees",9
"#london",8
"deployed",8
"http://t.co/brkinxnal2",7
"militant",8
"stronghold",7
"#kramatorsk",7
"adopts",16
"us-style",7
"reform",12
"http://t.co/xsvv5mbmcs",7
"http://t.co/bjo9orivuj",7
"shout",1
"sittin",1
"undercover",2
"cabanas,",1
"wagons,",1
"jail.",1
"feee…",1
"
filing",1
"false",1
"crime",20
"it.
same",1
"laws",2
"apply.

murder",1
"charges",5
"well.
…",1
"vehicle",3
"cold",12
"16600",1
"division",6
"#pp15000334748]",1
"22:28",4
"assist",6
"9700",2
"#pp15000334796]",1
"22:56",2
"parking",4
"1100",5
"harrison",1
"#pp15000334797]",1
"22:59",3
"136th",2
"#pp15000334810]",1
"23:06",1
"noise",8
"2000",2
"92nd",1
"ave,",21
"#pp15000334783]",1
"23:09",1
"http://t.co/sf6mjhkxti",1
"http://t.co/rqodwfehuu",1
"jokepal",1
"independent",1
"wing",1
"police/acb/dda/ndmc/mcds/delhi",1
"1/b",1
"‘karma",8
"police’:",8
"gchq",16
"track",19
"‘every",8
"internet’",8
"http://t.co/bhqdim9ind",1
"countries",11
"years",25
"
http://t.co/tbvzx4eo6a",10
"jefferson",2
"twp.",1
"unwanted",5
"prescription",1
"drugs",7
"talked",2
"sound",3
"ignorant.",1
"minorities",2
"hate",5
"joke,",1
"send",4
"ab,",1
"zara",1
"himat",1
"kakey",1
"ecp",1
"aur",2
"punjab",2
"poll",1
"results",2
"bhi",1
"bata",1
"dein",1
"win!",2
"chance",4
"win",4
"x",2
"canadian",4
"tv",5
"drama",3
"'19-2'",2
"dvd",2
"http://t.co/cnh7bk0zvr",2
"聴いてる。",1
"||",21
"winspector(winspector",1
"full",5
"opening)",1
"https://t.co/murag6e1qe",1
"police”:",6
"everyone’s",6
"activity,",6
"cell",6
"phones.",6
"data",9
"b…",4
"http://t.co/7ltyomwqxp",1
"ipob",5
"onitsha",4
"http://t.co/tqvbjl9hbx",1
"http://t.co/rfdux1itlz",1
"meet",6
"leaders",2
"building",7
"black/brown",1
"unity",1
"nyc",1
"fighting",1
"#uwdretreat",1
"social",7
"networks",1
"proactively",1
"post,",1
"“license”",1
"hearing,",1
"arvind",1
"kejriwal's",1
"dog's",2
"'don'",3
"btw",1
"somnath",8
"bharti?",1
"#adhurs",1
"firstday",1
"mng",1
"madhya",1
"khairatabad",1
"sensation",1
"lo",1
"chusa.",1
"color",1
"skin",1
"matter.",2
"scum",3
"earth",2
"favor",1
"eliminating",1
"congress",7
"urging",1
"obama's",4
"doj",4
"tx",1
"""profiling""",1
"#ahmedmohamed",1
"

http://t.co/d1ppzqqmbz",1
"poc",4
"cares",4
"waitress",2
"generous",2
"paying",2
"deputy's",2
"meal",2
"https://t.co/gmpkalebtq",1
"dramatic",2
"moment",2
"hero",4
"cop",27
"12-year-old",2
"80-foot",1
"bridge",3
"commit",7
"suicide:",1
"h…",16
"actually.",1
"catch",4
"don",1
"helen",1
"serenaded",1
"http://t.co/9kqiwhwfei",1
"ko",4
"pakad",1
"akhir",1
"mein.",1
"https://t.co/rixhu2hj2g",1
"http://t.co/ilfx8eex2y",1
"court:",16
"calling",19
"lieutenant",9
"governo...",8
"http://t.co/rgau2bxgks",1
"http://t.co/ufl7gv3tfu",1
"fisher-price",1
"rescue",5
"heroes",1
"voice",2
"comm",1
"https://t.co/86nudwxsi4",1
"#jantarmantar3aug",2
"

#makein…",1
"😔",2
"http://t.co/azlgljre9m",1
"http://t.co/kusvpr20r9",1
"http://t.co/nfketotglx",1
"eh",1
"http://t.co/8whobctefc",1
"http://t.co/dvqzjep2pn",1
"http://t.co/wrq9raizuo",1
"[#latestnews]",1
"killing",35
"'told",9
"though...",3
"http://t.co/1nfohw9m2a",1
"kelan",1
"ilalabas",1
"ratings",1
"kahapon?",1
"#spstawaoverload",4
"#turkish",2
"nationalists",1
"police,they",1
"kurdish",2
"university
#twitterkurds",1
"#pkk",1
"#turkey",1
"http://t.co/0n…",1
"prov...",2
"http://t.co/mwpjwiq2hs",1
"killers.they",9
"provide",10
"http://t.co/lywsj…",9
"brockton",2
"upset",3
"bailed",3
"http://t.co/3sxoo5rjrk",1
"#brockton",1
"#ma",1
"http://t.co/dnmxbwphnh",1
"#metro",2
"http://t.co/fkoc5znayx",1
"anne",6
"concealing",5
"indictable",5
"offence",5
"(crimes",5
"act,",5
"s.316)",5
"https://…",5
"http://t.co/0pg3et4cir",1
"#nigerianews",2
"http://t.co/3q0ksxiybq",1
"http://t.co/ukjfhjfe6v",1
"more:",2
"ferguson,",1
"mo",1
"anger",2
"teenager.",1
"provided'",2
"http://t.co/fvumexleks",1
"#...",2
"http://t.co/rd0ixlddel",1
"#aqsa",30
"blessed",1
"peacemakers:",1
"god.",3
"-matthew",1
"5:9",1
"http://t.co/xlf9v07g2d",1
"http://t.co/estjeft51p",1
"そしてpoliceも着たのさ〜〜👮",1
"🚨",3
"http://t.co/n5fzqdgw9p",1
"過去記事：",1
"met",3
"bmw",1
"525d",1
"f11",1
"https://t.co/am80ylfyri",1
"#gta5",2
"#mod",1
"#gta5mod",1
"longer",5
"down,",1
"up.",7
"handle.",1
"cut",2
"lmao",4
"hey",5
"http://t.co/df8jbttkyx",2
"http://t.co/flvkx4xltb",2
"lp scribe",1
"http://t.co/urh7avhfrw",1
"http://t.co/rdsqh9syhs",1
"woke",2
"milk",2
"doorstep.

i'm",2
"hoping",3
"print",2
"pictures",4
"

#makeindiafirst:",1
"#aap",1
"edge",3
"people.",10
"http://t.co/zkfqrl0ldh",1
"fucked",1
"trash",3
"sonic.",1
"so?",1
"caught",18
"sienna",1
"road",20
"http://t.co/3gtsltq60f",1
"waco",1
"bullets",1
"bikers",1
"melee",1
"http://t.co/hpdx4lwm3u",1
"ki",31
"tension",1
"mat",1
"liyo..
minister",1
"apna",1
"bhai",1
"h...
jo",1
"nako",1
"pe",8
"khade",1
"h..
inki",1
"maine",1
"karvai",1
"h..",1
"re-enact",2
"http://t.co/1ioff9buve",1
"disgrace",1
"gear",1
"http://t.co/fzr3ggyk4g",1
"#m",1
"http://t.co/9wihyslbbg",1
"heurts",18
"l'esplanade",18
"mosquées",16
"(police",10
"israélienne)",9
"https://t.co/pqm4j3ro7z",1
".just",1
"code",4
"compliance",1
"him.thank",1
"draling",1
"short",1
"term",1
"rentals",1
"peace,",1
"racist",4
"#allblacklivesmatter",1
"#takebackthenight",2
"#blacklivesmatters",1
"https://t.co/2enirs20eq",1
"http://t.co/ws96am0bhp",1
"#pdx",2
"http://t.co/kzpsoi2osc",1
"victim",7
"http://t.co/unvb3gzx4j",1
"predators",1
"closely",1
"resemble",1
"row",1
"concerts.",1
"carrollton",3
"bullshit.",3
"history",22
"books",20
"include",20
"learn",20
"whack",20
"chris…",19
"geylang",1
"neighbourhood",2
"singapore",2
"https://t.co/zndbhtdr59",1
"http://t.co/scm2iwuknl",1
"#healt…",1
"http://t.co/kharjay5kf",1
"store",6
"owner:",1
"""ang",1
"ganda",1
"lakas",1
"ng",1
"kalyeserye",1
"talaga!",1
"kung",1
"ako",2
"kayo",1
"magsasara",1
"'ko!""",1
"#aldubandproud",1
"bengaluru:17th",3
"corpn",3
"/18th",3
"police/19th",3
"tpt",3
"system/",3
"working",13
"70hrs",3
"/week",3
"city-21st",3
"c…",4
"hi,",1
"nearest",1
"assistance.^bk",1
"rlwy",2
"jcd",2
"dsp",2
"wazir",1
"seelro",1
"ka",8
"entiteld",1
"tor",1
"arsa",1
"draz",1
"rest",1
"vip",1
"room",4
"qabzay",1
"ds",1
"aijaz",1
"buriro",1
"lein",1
"rt_com:",3
"http://t.co/9e1v36pxq9",3
"http://t.co/1oh5cmcviy",3
"pres",1
"putin:",1
"""if",4
"perfect",3
"[in",2
"u.s.]",1
"wouldn’t",1
"ferguson.",1
"t…",1
"#ba...",1
"http://t.co/i44sl7eskg",1
"trust",10
"pretend",4
"hour",6
"batman",9
"collaborator",1
"right!",1
"lololol",1
"simian",1
"dumb-bum",1
"dutton,",1
"sponsor",1
"dictatorship",1
"nauru",1
"https://t.co/11qzcjcucu",1
"http://t.co/fm6w458yuq",1
"http://t.co/r8qxnnafn6",1
"#enocomingsoon",1
"truro",1
"completed",2
"4,157",1
"average",1
"260",1
"each.",1
"amazing.",1
"http://t.co/tbywqmhr5n",1
"http://t.co/uynuu3sd6y",1
"advocate",4
"protester!",4
"#israeltheregion",1
"#israelinside",1
"#templemount",1
"#alaqsamosque",1
"fresh…",1
"http://t.co/lm5ju5hbre",1
"http://t.co/uztljwu3bo",2
"#gisttoday...",1
"http://t.co/4wvloedsrk",1
"24-year-old",1
"jonathan",1
"ferrell",1
"approached",1
"wreck",1
"http://t.co/u…",1
"adem",2
"karadag",2
"yellow",2
"shirt",3
"cctv...",2
"(radio",2
"australia)",2
"scene...",2
"(japan",2
"broadcasting",2
"corporation)",2
"#gisttoday",1
"http://t.co/gd7a0cxda7",1
"campus",28
"rough",1
"http://t.co/ud614doioa",1
"3200",3
"#pp15000334743]",1
"22:38",1
"person",39
"200",3
"139th",1
"#pp15000334802]",1
"wow.",12
"gyarah",12
"mulkon",12
"do.",12
"https://t.co/9xughqf6fi",12
"breaks",2
"heart",1
"say…",1
"um",3
"me?",1
"lost...in",1
"abdul's",1
"blast",4
"#odessa",2
"ria",2
"novosti",2
"http://t.co/wm8pij5eck",2
"
http://t.co/zeyy3jmmce",2
"urinator",3
"shoots",5
"groin:",4
"http://t.co/p4q3zwoe2d",1
"ashamed......i",1
"ted",22
"cruz",22
"talks",25
"7th",22
"graders",22
"#androidnews",1
"sickening",10
"paranoid",3
"creep",1
"favorite",3
"उत्तर-प्रदेशः",1
"सुमेरपुर",1
"ने",1
"में",4
"पकड़ी",1
"हरियाणा",1
"की",4
"शराब
",1
"http://t.co/q8rsjy8foe",1
"#akhileshrocks",1
"#शिखरसमागम",1
"#deshbhakt…",1
"collaborator!",3
";)",3
"linked",5
"blasts",1
"http://t.co/scrr2aos8c",1
"thailand",7
"primary",1
"20",4
"shrine.",1
"http://t.co/otqx5…",1
"kimura",1
"elder",1
"bro",2
"teacher",1
"kimura???",1
"ga.gemanafushi",5
"udha",5
"araathy",5
"ekamah",5
"thayyaru",5
"vumah",5
"muvassasa",5
"thakaa",5
"mashvaraa",5
"kurun",5
"http://t.co/cbd1rd46kq",5
"#ndtv",2
"http://t.co/of0uadwtb1",1
"west",7
"yorkshire",1
"step",3
"campaign",1
"phones",2
"http://t.co/6izkcmihyd",1
"post:",2
"http://t.co/yirtaoqwt1",1
"#newsintweets",2
"http://t.co/gxwq4ry3mq",1
"http://t.co/qqd44h3r5v",1
"http://t.co/ej9laapggk",1
"grenade",1
"carrying",3
"have?",1
"arrests.",1
"elected",1
"supreme",9
"court,",2
"mitch",1
"mcconnell,",1
"nancy",1
"pelosi,",1
"u.s.",6
"representat...",1
"https://t.co/m…",1
"#socialmediasites:",2
"gangs",2
"brag",2
"http://t.co/3uzq9upxav",1
"+#mktg☛http://t.co/rj3twdup9w",1
"die,",1
"massob",1
"http://t.co/mo4kkwmjyb",1
"http://t.co/6s7tzvyrpf",1
"+#mktg☛http://t.co/yotgd1p44u",1
"http://t.co/ckypqok2kr",1
"http://t.co/lhhhi0wewp",1
"[african",1
"news]",1
"http://t.co/4iv82t3vzv",1
"http://t.co/cx8dts6l3s",1
"|via",1
"news24",2
"fox",5
"news:",10
"newsflorida",1
"http://t.co/65udye2bf0",1
"conspiracy.",1
"comment",2
"augmenter",1
"taille",1
"wordpress",1
"https://t.co/w5rgykubwd",1
"http://t.co/doiaear7ea",1
"happening",22
"now:",25
"arabs",25
"mount,",26
"stone",25
"throwing",26
"firec…",20
"#wapo",1
"pimping",1
"#racism",1
"#shakedown",1
"#fuckthetruth",1
"gotta",8
"stick",2
"w/",8
"narrative.
#mediawatch",1
"#bluelivesmatter,",1
"subject",1
"inequality",1
"entirety",1
"country's",1
"existence.",1
"http://t.co/o24qmtod24",1
"#aj-eng:",1
"http://t.co/2kd9hyhube",1
"helicopter",6
"home?",4
"prince",12
"muhammad",3
"bin",3
"salman",4
"saud's",3
"convoy",3
"ws",3
"main",8
"mina",3
"stampede
200",3
"pers&amp;150",3
"#minastampede",3
"member",4
"season",1
"crackers.",1
"#fukyoflag",1
"""
police",2
"none…",2
"http://t.co/wycm1urgmf",1
"in&gt;&gt;",1
"http://t.co/lvb858stti",1
"http://t.co/mw4ecijitq",1
"best,",1
"loud",5
"singing",4
"flashing",1
"though!",1
"marina",1
"log:",1
"minor",3
"johannesburg",3
"ekurhuleni",1
"metro",3
"hijacking",1
"gang",2
"operating",1
"boksburg...",1
"jajajjajaja",1
"mames,",1
"si",6
"volanteo",1
"adiós",1
"👮",1
"https://t.co/ykr0mvqpkh",1
"loyalty,",4
"dog",9
"slated",4
"euthanized",4
"http://t.co/yp6wxnsb9t",4
"bombing
http://t.co/i6etjikg4a",1
"http://t.co/19qejqeq6w",1
"(reuters)",5
"manslaughter",1
"jazz",2
"here!",2
"join",5
"monday",2
"evenings",2
"8-10pm",1
"gmt",2
"broad",2
"spectrum",2
"#jazz",2
"show!",5
"http://t.co/ze2gewtpui",1
"""police:",1
"leg""",1
"press",2
"nyt",3
"http://t.co/lj9lr2axl3",1
"exclusive!",1
"#kxng",1
"crooked:",1
"""f***",1
"#police""",1
"fitting",1
"http://t.co/gk3vgnq55f",1
"http://t.co/g9t595ntnj",1
"http://t.co/diaqybs2kn",1
"http://t.co/irrzmx8prg",1
"[r/pics]",1
"http://t.co/l9labm0kfd",1
"http://t.co/3752iacgux",1
"http://t.co/cj0d4sasu6",1
"this-&gt;",1
"safest",1
"40-year",1
"http://t.co/ai…",1
"police,judicial,administrative&amp;politican",1
"reforms.",4
"https://t.co/ewzzx6bzyf",1
"retired",2
"tennis",1
"star,",1
"dragged",4
"sept.",3
"9,",1
"mayor",3
"“on",1
"page",11
"us”",1
"increasin…",1
"http://t.co/wnkke9a81g",1
"http://t.co/uyvwwzepbt",1
"omfg….",2
"http://t.co/binefvfzmg",1
"http://t.co/1zybxs6ypn",1
"http://t.co/90dp0ujoxr",1
"acne",1
"cheek",1
"doesnt",1
"gonna",5
"chainsaw",1
"janay",1
"walay",2
"musafiron",1
"zabardasti",1
"paisay",1
"lye",3
"rhay",1
"hain.",1
"lasbela",1
"lay.
rpt:",1
"abdul",7
"kids,",1
"drinking",3
"battery",1
"acid",3
"eating",1
"fireworks.",1
"injuries,",1
"acting",3
"disperse",2
"rioters.",1
"license,",1
"clearance,",2
"nbi",1
"cedula,",1
"record,",1
"sister's",2
"record",5
"onnnn.",1
"ugh",1
"cover",2
"cops'",5
"misdeeds,",1
"pension",1
"fund.",1
"gird",4
"unrest",4
"http://t.co/g87sbl9zic",1
"#alllivesmatter",2
"#blacklivesmatter.",1
"everyone,",1
"defend",3
"themselves.",1
"vicenews:",1
"http://t.co/q5hyitcpn7",1
"http://t.co/nokd4wu7jp",1
"wtf?",2
"https://t.co/8l0p3hvyl5",2
"house,",2
"lit",1
"sickens",1
"soo",1
"blood",2
"boil.",1
"damn",4
"foolish",1
"http://t.co/wn7vmvz4z2",1
"http://t.co/jrbo0kxap0",1
"dikhan:
eid",4
"roz",9
"circular",9
"pr",5
"double",13
"sawari",9
"khilaf",11
"crack",12
"dawn",3
"jari,",9
"shehri",2
"sakat",7
"muskilat",9
"sy",14
"dochar.
&lt;khalid",1
"mehmood",1
"pet",1
"guys",2
"joke",1
"huh",1
"えっ特撮好きなの！？",2
"japa",1
"escuchara",1
"existiría",1
"una",1
"plena",1
"triste",1
"llamada",1
"koima",1
"amazed",2
"forest",11
"cannabis",8
"size",6
"football",3
"pitch",2
"http://t.co/ggscjrnmnd",1
"#nyagatare",2
"rrested",2
"attempting",2
"bribe",2
"http://t.co/pbvfoyvluh",2
"experts",1
"eu",2
"effective",1
"measures",1
"people-smugglers.",1
"ger...",1
"http://t.co/scj7ctp54u",1
"#eupolice",1
"bbc",1
"#rwanda-n",1
"'lock",1
"clean'",1
"http://t.co/0m2yjr5ope",1
"watching",12
"factory",3
"satan.",1
"http://t.co/qifllfol6b",1
"http://t.co/j5pwfv8qhy",3
"http://t.co/oha9tqc8rf",3
"ウォーレン「ニール、この報告書まとめておいてくれ。」ニール「りょーかい☆」",1
"thrown",1
"conference",1
"before:",1
"cahill's",1
"oct.",1
"2011",1
"presser",1
"nb",1
"hq",2
"(@nb_today",1
"exist",1
"then)",1
"多華宮君、いいから私に護られなさい。………なんて",1
"5100",1
"fessenden",2
"#pp15000334753]",1
"22:51",1
"8000",1
"fowler",1
"#pp15000334787]",1
"2200",2
"flint",1
"#pp15000334801]",1
"82nd",2
"flavel",1
"#pp15000334806]",1
"disarming",2
"leaving",3
"defenseless",1
"thing?",2
"rid",1
"nigga",3
"shame",1
"that,",2
"restore",1
"faith",2
"#squad",1
"rules",1
"meets",2
"int'l",2
"standards",1
"recommends",1
"dozens",3
"steps",1
"reduce",3
"killings.",2
"underground",13
"horrible",2
"sue",2
"(because",1
"paper..)",1
"..they",1
"horrible.",1
"betweeen",1
"protesters",4
"22",1
"jan",1
"2009",1
"어느",1
"한쪽의",1
"비극이",1
"아니다.",1
"우리",1
"모두의",1
"비극이다.",1
"그",1
"비극은",1
"여전히",1
"진행중이다.",1
"이게",2
"나라냐?",1
"http://t.co/7cfin9ilgp",1
"tommy",1
"busy",2
"wondering",1
"link",2
"http://t.co/jpvmvbhmfo",1
"hunyad",1
"castle(dracula’s",1
"castle),",1
"romania",1
"http://t.co/0koepnwzzc",1
".ftp",2
"https://t.co/qbkoyreeiv",2
"law.
this",1
"change…",1
"act",9
"tough",1
"ran",2
"cohort.",1
"ever!!!",1
"keeping",8
"kw",1
"safe!!",1
"""florida",1
"https://t.co/p7scnqqsf9",1
"http://t.co/tpsd5yyjhy",1
"http://t.co/hpxlf2usks",1
"http://t.co/9exxvyvvam",1
"vipertek",1
"steel",2
"handcuffs",2
"bid",1
"now!",2
"$9.5",1
"http://t.co/tasp5jbmph",1
"http://t.co/3cxnbr8nlm",1
"#jérusalem",6
"#palestine",7
"#israël",6
"https://t.co/jrzemcrchj",4
"choking",3
"dog!",1
"http://t.co/31mogqu5oa",1
"#goodcop",6
"#sfpd",1
"http://t.co/4pitptcfhw",1
"bloody",3
"weekend",4
"anambra",1
"and…",2
"http://t.co/x7zcyutuwi",1
"#birthdaybingong",1
"statement",2
"http://t.co/noai6wxj9j",1
"http://t.co/n9oe51zbu9",1
"#adult",4
"#cop",5
"#dr",4
"#fireman",4
"#free",4
"#nurse",2
"#porn",4
"#schoolgirl",4
"#uniform",3
"#uniforms",4
"#video",4
"#xxx",4
"louis",10
"dea",6
"team",19
"take-back",7
"effort",7
"http://t.co/1cd3ofxnaz",1
"http://t.co/ov9l4pthfq",1
"ravi😂😂",1
"https://t.co/aiwoqycczs",1
"constable",4
"outer",1
"delhi:police",1
"deserves",1
"commandos",1
"leaders.criminal's",1
"menace",2
"india:-politicalsupport",1
"victoria",15
"taskforce",22
"abusers:",3
"taskfo...",1
"http://t.co/3puy5z5i6x",1
"(abc)",1
"http://t.co/kmpelxz4ab",1
"victor...",1
"http://t.co/mde9ympmxv",1
"partying",1
"mangalore",12
"hotel",6
"leave.",1
"accompanied",12
"vigilantes.…",1
"days?",1
"https://t.co/n4kct3o6dg",1
"situation!",1
"happy",9
"smiley",1
"drunk",8
"selfies,",1
"unconscious",1
"selfies",1
"#ki...",1
"http://t.co/h9ltb8yqzb",1
"victimization",1
"inject",1
"u.s.-mexico",1
"border.",3
"#addiction",1
"http://t.co/djuup0ydys",1
"burns",1
"puppies!",1
"http://t.co/69mp9ao5br",1
"39-year-old",1
"critically",1
"overnight",2
"crash",10
"avenue…",1
"http://t.co/tqxsgigpw6",1
"cass",1
"inmate",1
"walked",1
"detail",4
"wsbt-tv",1
"http://t.co/plqqpbol4b",1
"moves",7
"smoothly",7
"ganpati",7
"visarjan",8
"#ganpatibappam…",6
"replaces",2
"girl's",2
"http://t.co/yy0j3cec0k",2
"trainer",2
"mutamayez:",1
"author:",1
"abu",2
"dhabi",1
"non-u.s.police",1
"uae",1
"http://t.co/qhjuhtlhxk",1
"dighri:police",1
"ahelkar",2
"abid",2
"jut",1
"bety",2
"mujhe",2
"dhmkiyan",1
"dy",1
"rahy",2
"hain",3
"khatra",1
"ssp",1
"len
mazdor",1
"qasim",1
"discover",3
"bat",1
"pls.",1
"huffpost",1
"interview,",1
"2:",5
"profiling,",1
"politics",2
"#blm",1
"http://t.co/ieyzxqz2xj",1
"vi…",1
"akpos",1
"arrested
by",1
"to
court.
magistrate:",1
"akpos,",1
"you
were",1
"the
expressway...",1
"http://t.co/ngmxxuutlg",1
"toi:",2
"violence""",2
"http://t.co/0squ65tvoh",1
"http://t.co/if3vsflhoj",1
"foreigner",3
"mission",5
"file",6
"complain",4
"violation",3
"visa",3
"law
3",3
"min",4
"have…",3
"civilian",7
"http://t.co/lw1orxebgu",1
"#qldpol",2
"stated",1
"#courierfail",1
"bolton",1
"stewards",1
"bouncers.",1
"causing",2
"running",2
"http://t.co/nk3isftwvv",1
"rival",3
"group",10
"shed",3
"nearby",4
"orthodox",2
"intention",1
"conflit",1
"lathicharge",2
"handicapped.",3
"excuse",9
"time?",3
"http://t.co/ampjeawo0c",2
"pulls",1
"toddler!",1
"http://t.co/dexso8awm9",1
"retweet!",2
"http://t.co/dpptoq9g…",1
"porn,",1
"tracked",1
"http://t.co/detcv3jopj",1
"#karmapolice",4
"vicious",3
"lethal",2
"ever.",2
"#kidsmatterok",2
"https://t.co/…",3
"caller",27
"threatens",26
"start",30
"colorad",26
"kmov.",26
"com:",26
"denver-area",26
"agen...",26
"http://t.co/etyggunvic",1
"http://t.co/qw1gbtiytf",1
"stations.""",1
"http://t.co/2nncnrk9y5",1
"urgent:",1
"normal",1
"4-year-old,",1
"ar...",2
"http://t.co/ms2qbabrah",1
"http://t.co/brtje9iwoe",1
"clues",1
"http://t.co/l97jrh6d2n",1
"http://t.co/1q93ffg6wg",1
"uu",6
"unrest:",6
"vc,",2
"pg",2
"council",2
"chairman",2
"dcp",2
"commissionerate",2
"discuss",6
"students'",2
"#odisha",3
"buys",1
"booster",1
"ticket!",1
"http://t.co/jajlakk7tq",1
"http://t.co/prkjd4dtwf",1
"http://t.co/jadaztzazh",1
"fuk",2
"comin",3
"strate",1
"http://t.co/m48n81ucsu",1
"appoints",1
"brough",1
"responsible",4
"honest",1
"afp",13
"#ashbygate.",1
"destroy",2
"http://t.co/g69yy8zr1e",1
"smartest",1
"ever!",1
"http://t.co/8khrwj2dhg",1
"http://t.co/tadfe1fr1l",1
"http://t.co/n4rqklxxzh",1
"http://t.co/qsu3k9cd2l",1
"http://t.co/4mphq9c6bu",1
"sprayed",1
"mace",1
"us!!",1
"started",8
"chockin",1
"issues!!",1
"wtf?!?",1
"http://t.co/vhul9remrv",1
"http://t.co/d6qboize4j",1
"http://t.co/jhlnwntdnw",1
"http://t.co/2d3gumhrec",1
"http://t.co/zqiijtqele",1
"officers'",1
"tattoos",1
"ruining",4
"chances",1
"promotion?",1
"http://t.co/jyyf9peyib",1
"http://t.co/01u70zfqjs",1
"http://t.co/gj28ssevhm",1
"http://t.co/ezzxyn5dop",1
"http://t.co/w0mbbaforq",1
"gross",1
"#wrongfullyconvicted",1
"georgia",1
"http://t.co/6…",1
"http://t.co/hbwv1tuo8c",1
"http://t.co/xbs6mb7u3e",1
"racial",4
"profiling",4
"ban",3
"policy",6
"accountability:",3
"http://t.co/m7pt…",3
"http://t.co/ewwd1c5pnl",1
"http://t.co/8eupxbuqrz",1
"#naughty",1
"beautiful..you",1
"are.",1
"(except",1
"police..then",1
"satan).",1
"http://t.co/hpvgx1pzyc",1
"spying",3
"internet:",2
"snowden",2
"http://t.co/xhpcw5rkqo",2
"
@radiohead",2
"http://t.co/ihs6hwbxy7",2
"http://t.co/vvivjqnkxs",1
"http://t.co/ofeqalsnxx",1
"http://t.co/v7bfax5n94",1
"omm",1
"http://t.co/8kd7ykuvgf",1
"http://t.co/czkmimol9y",1
"english",5
"info:",1
"planted",3
"bomb",20
"http://t.co/kaleoecj8r",1
"antilles",1
"dom",1
"admiral",1
"pon",1
"patrol
http://t.co/ciigndlyq3",1
"lorientlejour:",1
"https://t.co/otalifxruf",2
"#31b",1
"#military",2
"http://t.co/ti3xshc08c",1
"http://t.co/xzt5bsd4y4",1
"10-year",6
"admitted",9
"injuries",9
"rollin",1
"theae",1
"days...",1
"lemmie",1
"burn",1
"ganja",1
"nah!",1
"#armyhistory",1
"1941,",1
"corps",1
"established",1
"basic",3
"http://t.co/g0…",1
"snaps",1
"samsungs",1
"stay",4
"footage?",1
"adding",1
"here....",1
"obama",6
"state:",1
"epa",1
"increasingly",1
"neglects",1
"states",5
"regulation",1
"concerns",2
"http://t.co/pjeghokhmt",1
"#rednationrising",1
"#teapartytoldyouso",1
"#pjnet",3
"restaurant",9
"military

i",8
"guess",8
"works",12
"homel…",7
"leg;",6
"gunman",6
"#chrisbrown",1
"#health",1
"http://t.co/ejsxtteejj",1
"annoying",5
"p…",4
"rt,",2
"dear",4
"me..😰

any",2
"info",8
"
police-",2
"714.647.7000",2
"
parents-",2
"714.312.6573

#findluba",2
"http://t.co/eet7984gfz",1
"#wsj",1
"mad",4
"chocking",1
"training",4
"19",8
"old!",1
"http://t.co/bhyhnflstt",1
"http://t.co/vk…",1
"staffs",1
"bringing",1
"clock",2
"#istandwithahmed",1
"apparently",1
"happily-&gt;",1
"intoxication",4
"http://t.co/9f3exphfie",4
"😭😢😓😔😕😡😡the",1
"defo",1
"“@afp:",1
"#clashes",1
"#mosque",1
"police”",2
"#newstoday",1
"http://t.co/l2doemhef1",1
"dochar.
(mlk.imran)",1
"wb",1
"i84",1
"fwy",1
"eo",1
"exit",1
"43rd",1
"#pp15000334758]",1
"22:24",2
"isil",1
"daesh",1
"militants",1
"stormed",1
"afghan",6
"points",2
"achin",1
"nangarhar...",1
"http://t.co/dr4cbg0ilf",1
"surprise",2
"autistic",1
"birthday!",1
"http://t.co/r6ldcbzy3v",1
"#bluecourage",1
"stops",3
"committing",1
"suicide",10
"hugs",1
"http://t.co/gliqrdh6uu",1
"http://t.co/z645wvxnad",1
"u.k.'s",7
"user'",7
"http://t.co/49qfe8lup7",1
"fck",2
"17th",3
"october",1
"millennium",1
"school,",1
"ojodu",1
"station.....
spread",1
"word!!!!",1
"heavier",2
"ii",2
"memorial",10
"http://t.co/sbnvagza5x",2
"#govtshutdown",6
"#sunset",2
"fam",1
"idgaf",1
"uncle",2
"hes",1
